Board,Grade,Subject,Chapter,Topic,Type,Difficulty,Marks,QuestionText_EN,QuestionText_UR,OptionA_EN,OptionB_EN,OptionC_EN,OptionD_EN,OptionA_UR,OptionB_UR,OptionC_UR,OptionD_UR,CorrectAnswer,Sources,ImageURL
"Punjab Board","Class 9","Biology","Chapter 2","2.4 History of Classification","MCQ","Medium","1","The two-kingdom classification system divided into which of the following?","مندرجہ ذیل میں سے کس میں دو کنگڈم کلاسیفیکیشن سسٹم تقسیم کیا گیا ہے؟","Animalia and fungi","Plantae and monera","Animalia and plantae","Archaea and bacteria","انیملیا اور فنجائی","پلانٹیاور مونیرا","انیملیا اور پلانٹی","آرکیا اور بیکٹیریا","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.4 History of Classification","MCQ","Medium","1","Which of the following kingdoms contains their DNA float freely within the cell?","مندرجہ ذیل میں سے کس کنگڈم میں سیل کے اندر آزادنہ طور پر ڈی این اے پایا جاتا ہے؟","Protista","Eubacteria","Fungi","Plantae","پروٹسٹا","یو بیکٹیریا","فنجائی","پلانٹی","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.4 History of Classification","MCQ","Medium","1","Which is not one of the three broad domains of living oranisms?","زندہ جانداروں کے تین وسیع ڈومین میں سے ایک نہیں ہے؟","Bacteria","Archaea","Fungi","Eukarya","بیکٹیریا","آرکیا","فنجائی","یوکیریا","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.4 History of Classification","MCQ","Medium","1","Who classified all organism in three domains in 1977?","کس سائنسدان نے 1977 میں جانداروں کو تین ڈومینز میں تقسیم کیا؟","Carl Woese","Hopkin","Darwin","Pasture","کارل ووز","ہاپکن","ڈارون","پاسچر","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.4 History of Classification","MCQ","Medium","1","Who is considered the father of Taxonomy?","ٹیکسانومی کا بانی کس کو کہا جاتا ہے؟","Aristotle","Carl Linnaeus","Darwin","Mendel","ارسطو","کارل لینیئس","ڈارون","مینڈل","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.4 History of Classification","MCQ","Medium","1","How many Genera of plants were proposed by Andrea Caesalpina?","اینڈریاسیزلپینیا نے پودوں کی کتنی جینز تجویز کیں؟","10","15","20","25","","","","","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.4 History of Classification","MCQ","Medium","1","Who introduce the Taxa of class and species?","کلاس اور سپی شز کے ٹیکسازکس نے متعارف کروائے؟","Andrea Caesalpinia","Aristotle","Darwin","Tournefort","انڈریاسیزلپینیا","ارسطو","ڈارون","ٹورنفورٹ","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.4 History of Classification","MCQ","Medium","1","Term procaryote is use to describe:","پروکیریوٹس کی اصطلاح کس کے لیے استعمال ہوتی ہے؟","Bacteria","Plants","Animals","Viruses","بیکٹیریا کے لیے","پودون کے لیے","جانوروں کے لیے","وائرس کے لیے","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.4 History of Classification","MCQ","Medium","1","Term eukaryotic use to describe the cells:","یوکیریوٹس کی اصطلاح کو بیان کرتی ہے:","Plants","Animals","Fungi","All of these","پودوں کے","جانورون کے","فنجائی کے","ان سب کے","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.5 DOMAINS OF LIVING ORGANISMS","MCQ","Medium","1","Which characteristics is unique to organisms in the domain Archaea?","وہ کون سی خصوصیت ہےجو ڈومین آرکیا کے جانداروں کےلیے منفرد ہے؟","Cell walls made of peptidoglycan","Presence of a nucleus","Ability to live in extreme environments","Lack of ribosomes","پیپٹائیڈوگلائکین سے بنی سیل وال","نیوکلیس کی موجودگی","شدید ماحول میں رہنے کی صلاحیت","رائبوسومز کی غیر موجودگی","C","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 2","2.5 DOMAINS OF LIVING ORGANISMS","MCQ","Medium","1","Which of these statements is NOT related to bacteria?","ان میں سے کون سا بیان بیکٹیریا سے متعلق نہیں ہے؟","Do not have a nucleus","Cell wall made of peptidoglycan","Most are heterotrophic","Have chlorophyll in their chloroplast","نیو کلئیس نہیں رکھتے","سیل وال پیپٹائیڈوگلائکین سے بنی ہوتی ہے","زیادہ تر ہیٹروٹروفک ہیں","کلوروپلاسٹ میں کلوروفل رکھتے ہیں","D","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 2","2.5 DOMAINS OF LIVING ORGANISMS","MCQ","Medium","1","Which of these organisms belongs to the domain Eukarya?","ان میں سے کون سے جاندار کا تعلق ڈومین یوکیریا سے ہے؟","Escherichia coli","Yeast","Coronavirus","None of these","اسکریشیاکولائی","ییسٹ","کورونا وائرس","ان میں سے کوئی نہیں","B","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 2","2.5 DOMAINS OF LIVING ORGANISMS","MCQ","Medium","1","Which organism produce oxygen during photosynthesis:","کونسا جاندار فوٹو سنتھی سیز سے آکسیجن پیدا کرتا ہے:","Archaea","Bacteria","Plants","Both A and C","آرکیا","بیکٹریا","پلانٹس","اے اور سی دونوں","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.5 DOMAINS OF LIVING ORGANISMS","MCQ","Medium","1","Which group of bacteria have not their RNA closely related to eukaryotes?","بیکٹیریا کے کس گروپ کا آر این اے یو کیریوٹک سے کوئی تعلق نہیں ہے؟","Methanogens","Halophiles","Thermophiles","Cyanobacteria","میتھانوجینز","ہیلوفائلس","تھرموفیلس","سیانو بیکٹیریا","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.5 DOMAINS OF LIVING ORGANISMS","MCQ","Medium","1","The cell membrane of archaea contains unique:","آرکیا کی سیل ممبرین میں منفرد پائے جاتے ہیں؟","Proteins","Lipids","Carbohydrates","Nucleic acid","پروٹینز","لپڈز","کاربوہائیڈریٹس","نیوکلک ایسڈ","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.5 DOMAINS OF LIVING ORGANISMS","MCQ","Medium","1","Which of the following is true bacteria and their cells wall is made of peptidoglycan?","مندرجہ ذیل میں سے ایک حقیقی بیکٹیریا ہےان کی سیل وال پیپٹائڈوگلیان کی ہوگی؟","Methanogens","Halophiles","Cyanobacteria","Thermophiles","میتھانوجینز","ہیلوفائلس","سیانو بیکٹیریا","تھرموفیلس","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.5 DOMAINS OF LIVING ORGANISMS","MCQ","Medium","1","Which of the following cells are larger and contain more complex structures?","مندرجہ ذیل میں سے کونسے سیل بڑے ہوتے ہیں اور زیادہ پیچیدہ ساخت رکھتے ہیں؟","Archaea cells","Bacterial cells","Eukarya cells","None of these","آرکیا سیلز","بیکٹیریل سیلز","یوکیریا سیلز","ان میں سے کوئی نہیں","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.5 DOMAINS OF LIVING ORGANISMS","MCQ","Medium","1","Some group of domain bacteria perform photosynthesis because they have:","ڈومین بیکٹیریا کے کچھ گروپس فوٹو سینتھی سیز کرتے ہیں کیونکہ یہ رکھتے ہیں:","Carotenes","Heamoglobin","Chlorophyll","Carotenoids","کیروٹینز","ہیموگلوبن","کلوروفیل","کیروٹینائڈز","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.5 DOMAINS OF LIVING ORGANISMS","MCQ","Medium","1","The cells of which domain containing nucleus and other membrane bound organelles:","کس ڈومین کے سیلز نیوکلیس اور دوسری ممبرین میں آرگنیلز رکھتے ہیں:","Archaea","Bacteria","Eukarya","All","آرکیا","بیکٹیریا","یوکیریا","یہ تمام","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.5 DOMAINS OF LIVING ORGANISMS","MCQ","Medium","1","The parasite Entamoeba hystolytica causes:","پیرا سائٹ اینٹا موبیا ہسٹولٹیکا سبب ہے:","Malaria","Ameoboic dysentery","Sleeping sickness","None of these","ملیریا","امیوبوک ڈائی سنٹری","نیند کی بیماری","ان میں سے کوئی نہیں","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.5 DOMAINS OF LIVING ORGANISMS","MCQ","Medium","1","Protozoans are:","پروٹوزوان ہیں:","Heterotrophics","Ingest food","Have cell wall","Both A and B","ہیٹروٹروفس","خوراک نگلتے ہیں","سیل وال رکھتے ہیں","الف اور ب دونوں","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.5 DOMAINS OF LIVING ORGANISMS","MCQ","Medium","1","In which kingdom would you classify unicellular eukrayotes?","کس کنگڈم سسٹم میں آپ یونی سیلولر یوکیریوٹس کی درجہ بندی کریں گے؟","Fungi and plantae","Fungi and Monera","Only protista","Only fungi","فنجائی اور پلانٹائی","فنجائی اور مونیرا","صرف پروٹسٹا","صرف فنجائی","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.5 DOMAINS OF LIVING ORGANISMS","MCQ","Medium","1","The domain of bacteria is:","بیکٹیریا کی ڈومین ہوتی ہے:","Archaea","Bacteria","Eukarya","None","آرکیا","بیکٹیریا","یوکریا","کوئی نہیں","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.5 DOMAINS OF LIVING ORGANISMS","MCQ","Medium","1","In how many domains all organism is classified?","جانداروں کو کتنی ڈویژن میں تقسیم کیا گیا ہے؟","2","3","4","5","","","","","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.5 DOMAINS OF LIVING ORGANISMS","MCQ","Medium","1","Which one of the following is not domain?","ان میں سے کون سی ڈومین نہیں ہے؟","Bacteria","Archaea","Eukarya","Virus","بیکٹیریا","آرکیا","یوکیریا","وائرس","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.5 DOMAINS OF LIVING ORGANISMS","MCQ","Medium","1","Domain Eukarya is divided into Kingdoms:","ڈومین یوکیریاکوکنگڈم میں تقسیم کیا گیا ہے۔","2","4","6","8","","","","","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.5 DOMAINS OF LIVING ORGANISMS","MCQ","Medium","1","How many domains are recognized in modren classification system?","جدید کلاسیفیکیشن سسٹم میں کتنے ڈومینز کی نشاندہی کی جاتی ہے؟","2","3","4","5","","","","","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.5 DOMAINS OF LIVING ORGANISMS","MCQ","Medium","1","Which domain include Prokaryotic organism that are thermophilic and halophilic?","کون سی ڈومین ایسے جانداروں پر مشتمل ہوتی ہے جو تھرموفائلزاور ہیلوفائلز ہوتے ہیں؟","Bacteria","Archaea","Eukarya","Protista","بیکٹیریا","آرکیا","یوکیریا","پروٹسٹا","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.5 DOMAINS OF LIVING ORGANISMS","MCQ","Medium","1","Organism of Domain Bacteria founded in:","ڈومین بیکٹیریا کے جاندار پائے جاتے ہیں:","Air","Soi;","Water","Everywhere","ہوا میں","مٹی میں","پانی میں","ہر جگہ","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.5 DOMAINS OF LIVING ORGANISMS","MCQ","Medium","1","Cell wall of Bacteria made up of:","بیکٹیریا کی سیل وال بنی ہوتی ہے:","Cellulose","Chitin","Peptidoglycan","None of the above","سیلولوز","کائتن","پیپٹائیڈوگلائکن","ان میں سے کوئی نہیں","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 2","2.6 CLASSIFICATION OF DOMAIN EUKARYA","MCQ","Medium","1","Which kingdom includes organisms that are primarily unicellular, eukaryotic, and often heterotrophic?","کون سا کنگڈم ایسے جانداروں پر مشتمل ہے جو بنیادی طور پر یونی سیلولر، یوکیریوٹک اور اکثر ہیٹراٹروفک ہوتے ہیں؟","Archaea","Protista","Fungi","Plantae","آرکیا","پروٹسٹا","فنجائی","پلانٹی","B","Exercise",""
